0.353202,-78.128818
0.340048,-78.149296
0.342617,-78.172272
0.329047,-78.213949
0.23309,-78.265619
0.134859,-78.186662
0.046517,-78.202829
-0.059435,-78.357283
-0.089976,-78.393147
-0.109539,-78.458012
-0.096147,-78.468828
-0.110465,-78.478644
-0.221256,-78.508381
-0.232299,-78.503185
-0.226803,-78.490028
-0.237367,-78.484567
-0.243494,-78.500465
-0.288006,-78.519795
-0.327759,-78.518851
-0.352006,-78.522842
-0.358529,-78.534859
-0.366382,-78.528379
-0.413346,-78.548173
-0.662144,-78.590322
-0.659877,-78.590871
-0.682177,-78.583184
-0.746407,-78.615807
-0.775563,-78.610033
-0.864585,-78.626289
-0.935307,-78.620082
-1.044419,-78.590346
-1.271796,-78.61206
-1.289589,-78.605357
-1.303026,-78.63826
-1.348263,-78.644727
-1.384333,-78.646899
-1.424149,-78.655994
-1.495517,-78.706681
-1.540197,-78.733756
-1.544476,-78.735131
-1.643753,-78.674742
-1.655796,-78.694847
-1.649275,-78.740509
-1.639495,-78.741882
-1.639733,-78.749435
-1.643859,-78.75247
-1.636457,-78.778203
-1.6185,-78.79896
-1.619311,-78.81143
-1.649511,-78.845075
-1.618463,-78.852631
-1.60302,-78.894517
-1.608683,-78.896233
-1.601787,-78.898984
-1.600452,-78.909059
-1.608096,-78.909059
-1.611604,-78.919273
-1.613667,-78.919394
-1.610755,-78.921336
-1.609876,-78.944125
-1.614039,-78.957512
-1.616059,-78.969191
-1.614239,-78.968524
-1.614657,-78.973217
-1.610678,-78.975769
-1.606492,-78.976263
-1.604915,-78.981179
-1.605522,-78.982271
-1.603034,-78.985367
-1.600365,-78.991739
-1.59812,-78.991314
-1.59512,-78.993323
-1.595381,-78.996227
-1.599442,-78.998823
-1.599099,-79.002954
-1.602839,-79.003882
-1.611759,-79.000878
-1.618029,-79.008741
-1.652738,-79.011889
-1.68334,-79.018249
-1.677697,-79.028947
-1.690912,-79.024782
-1.691523,-79.028943
-1.696774,-79.028733
-1.70549,-79.035457
-1.70591,-79.04071
-1.709376,-79.038293
-1.711686,-79.047434
-1.721092,-79.053636
-1.727478,-79.06255
-1.752874,-79.054973
-1.755398,-79.060619
-1.792674,-79.057796
-1.813019,-79.068642
-1.812878,-79.124264
-1.831017,-79.151351
-1.82058,-79.155466
-1.825174,-79.157573
-1.810242,-79.156041
-1.819431,-79.165235
-1.800479,-79.155466
-1.792664,-79.165613
-1.788157,-79.185424
-1.779118,-79.169595
-1.777401,-79.176109
-1.774372,-79.172933
-1.7696,-79.179116
-1.765315,-79.175441
-1.774434,-79.226225
-1.765778,-79.263467
-1.800479,-79.155466
-1.775589,-79.277324
-1.851761,-79.343765
-1.805093,-79.487961
-1.830737,-79.555027
-2.070177,-79.64586
-2.178592,-79.812028
-1.666499,-78.655266
-1.675454,-78.640964
-1.679111,-78.645331
-1.680548,-78.642855
-1.699245,-78.642494
-1.704092,-78.647579
-1.703459,-78.648866
-1.705786,-78.6479
-1.713574,-78.645671
-1.714925,-78.64389
-1.730805,-78.649276
-1.756643,-78.651512
-1.767367,-78.658893
-1.779575,-78.654573
-1.783103,-78.652052
-1.788561,-78.652481
-1.788829,-78.65188
-1.787982,-78.651022
-1.788894,-78.650153
-1.797237,-78.649606
-1.79891,-78.646924
-1.800079,-78.645797
-1.800154,-78.643877
-1.801205,-78.646109
-1.804626,-78.647568
-1.802835,-78.649918
-1.808733,-78.650551
-1.812422,-78.646517
-1.816505,-78.64452
-1.816902,-78.641462
-1.818157,-78.639831
-1.816735,-78.638093
-1.821108,-78.631014
-1.827104,-78.626177
-1.831543,-78.62313
-1.83862,-78.624986
-1.840565,-78.626675
-1.844286,-78.627136
-1.845047,-78.628552
-1.847159,-78.629035
-1.849636,-78.631653
-1.854279,-78.631428
-1.855963,-78.630023
-1.85888,-78.629808
-1.86111,-78.631031
-1.870396,-78.627072
-1.873323,-78.628531
-1.875178,-78.631202
-1.876197,-78.629657
-1.876465,-78.631159
-1.87773,-78.631931
-1.877569,-78.63678
-1.88114,-78.643432
-1.881655,-78.654043
-1.879114,-78.663077
-1.877892,-78.663989
-1.884401,-78.679911
-1.891425,-78.685651
-1.891425,-78.686606
-1.902568,-78.693821
-1.902793,-78.697286
-1.955621,-78.710812
-1.96444,-78.721267
-1.971748,-78.72059
-1.981393,-78.725957
-2.057821,-78.745136
-2.075072,-78.735037
-2.082982,-78.736331
-2.095154,-78.748589
-2.098413,-78.748138
-2.12821,-78.753858
-2.132101,-78.760443
-2.137265,-78.764092
-2.143651,-78.777963
-2.141394,-78.798523
-2.145833,-78.803126
-2.153969,-78.799873
-2.161301,-78.810541
-2.165236,-78.80994
-2.176038,-78.816697
-2.176992,-78.817899
-2.177292,-78.819873
-2.18365,-78.82174
-2.183115,-78.829275
-2.184755,-78.830316
-2.183222,-78.833985
-2.184937,-78.834543
-2.22237,-78.854462
-2.231874,-78.796406
-2.27931,-78.923086
-2.313209,-78.907036
-2.304074,-78.91756
-2.308399,-78.922354
-2.305279,-78.928368
-2.327372,-78.92748
-2.324985,-78.934067
-2.359914,-78.941902
-2.353868,-78.967312
-2.401132,-78.97011
-2.412129,-79.007816
-2.432256,-79.009829
-2.436115,-78.993628
-2.467993,-79.01252
-2.490307,-78.997111
-2.503705,-78.926451
-2.527602,-78.926396
-2.532983,-78.920009
-2.532891,-78.932341
-2.554578,-78.939018
-2.578673,-78.915942
-2.646743,-78.915481
-2.651907,-78.92422
-2.672038,-78.895036
-2.704706,-78.888946
-2.702778,-78.895009
-2.708931,-78.897649
-2.735578,-78.85257
-2.842436,-78.87799
-2.924682,-79.040149
-3.043901,-79.044597
-3.096871,-79.0076
-3.133131,-79.014674
-3.166183,-79.032996
-3.188102,-79.021904
-3.307026,-79.116854
-3.304211,-79.150964
-3.369347,-79.19578
-3.392373,-79.162035
-3.420667,-79.18264
-3.411147,-79.147404
-3.445107,-79.157667
-3.498077,-79.163105
-3.502702,-79.179308
-3.607377,-79.192096
-3.628506,-79.241439
-3.649564,-79.245608
-3.661577,-79.280017
-3.791774,-79.256018
-3.788255,-79.289732
-3.794681,-79.286203
-3.802877,-79.294017
-3.800514,-79.285997
-3.820208,-79.29039
-3.823441,-79.296119
-3.845054,-79.292672
-3.847261,-79.284204
-3.848507,-79.287235
-3.901527,-79.256989
-3.919757,-79.258207
-3.921931,-79.254538
-3.92462,-79.257094
-3.939291,-79.253219
-3.950892,-79.253837
-3.960892,-79.238742
-3.973364,-79.23385
-3.969905,-79.222221
-3.972674,-79.221297
-3.97012,-79.20828
-3.982421,-79.2045
-0.463747,-78.565015
-0.462435,-78.566676
-0.466932,-78.587646
-0.469338,-78.589058
-0.469338,-78.589058
-0.466671,-78.590732
-0.463747,-78.565015
-0.463372,-78.59366
-0.460881,-78.593767
-0.460153,-78.597093
-0.459166,-78.596707
-0.459081,-78.595548
-0.454575,-78.593875
-0.4523,-78.5916
-0.45127,-78.592416
-0.450669,-78.595377
-0.435689,-78.621034
-0.437772,-78.623765
-0.439539,-78.624128
-0.441941,-78.629203
-0.443346,-78.629022
-0.443617,-78.627798
-0.444705,-78.627209
-0.445061,-78.626203
-0.445683,-78.626053
-0.44595,-78.627432
-0.445025,-78.632202
-0.446033,-78.632867
-0.448125,-78.631017
-0.449475,-78.632952
-0.447373,-78.635478
-0.448056,-78.636382
-0.449549,-78.63688
-0.450139,-78.637543
-0.45143,-78.63723
-0.451593,-78.638273
-0.449426,-78.638574
-0.448675,-78.63793
-0.446679,-78.638359
-0.447731,-78.640741
-0.446937,-78.642822
-0.447452,-78.643294
-0.448482,-78.6425
-0.44964,-78.643552
-0.450352,-78.64728
-0.44975,-78.647977
-0.449908,-78.649974
-0.445789,-78.652033
-0.446137,-78.653142
-0.446859,-78.654022
-0.447227,-78.655903
-0.446637,-78.656696
-0.446932,-78.657286
-0.448997,-78.656548
-0.450306,-78.656438
-0.451966,-78.658374
-0.451855,-78.658909
-0.451413,-78.659019
-0.450491,-78.658798
-0.448977,-78.659008
-0.448629,-78.659673
-0.448851,-78.660719
-0.44809,-78.66205
-0.448027,-78.662842
-0.446949,-78.664237
-0.446144,-78.664312
-0.44417,-78.665192
-0.44343,-78.66708
-0.442733,-78.667456
-0.442947,-78.668207
-0.443763,-78.668453
-0.443891,-78.668958
-0.443183,-78.66987
-0.442035,-78.669977
-0.441864,-78.670621
-0.442947,-78.671361
-0.442937,-78.671908
-0.442497,-78.672423
-0.441724,-78.674054
-0.441574,-78.674655
-0.439804,-78.675245
-0.439493,-78.676253
